impacted_platforms	impacted_subscriptions	impacted_platforms_subscriptions_json	advice_type	advisory_key	technology_or_service	retiring_feature	action_required	retirement_date	retirement_date_quality	priority_label	source_systems	source_identifiers	source_links	summary_text	details_text	first_seen_date	last_seen_date
ICT	DEV-ICT, PROD-ICT	"{""platforms"":{""ICT"":[""DEV-ICT"",""PROD-ICT""]}}"	advisor_retirement	advisor_retirement|add explicit outbound method to disable default outbound|na	Network	Add explicit outbound method to disable default outbound	Add explicit outbound method to disable default outbound		missing	Debito	advisor_joined	/subscriptions/82ef7414-5e6b-4383-a344-b981c2ba7267/resourceGroups/itops-d-rg/providers/Microsoft.Network/networkInterfaces/itops-d-app-nic-01/providers/Microsoft.Advisor/recommendations/63b3d971-4f90-4d93-2f00-54028b4531b6, /subscriptions/f4b92052-083f-493c-b765-6d6a28eb809c/resourceGroups/ict-p-captive-rg/providers/Microsoft.Network/networkInterfaces/nic-ict-p-captive-vm-01-00/providers/Microsoft.Advisor/recommendations/2b2e1fcd-98b6-e1b1-8437-9f7f41eb1428, /subscriptions/f4b92052-083f-493c-b765-6d6a28eb809c/resourceGroups/ict-p-presentation-rg/providers/Microsoft.Network/networkInterfaces/ict-p-grafana-nic-01/providers/Microsoft.Advisor/recommendations/462aac62-ed74-5c00-fb54-05799ec96d0a, /subscriptions/f4b92052-083f-493c-b765-6d6a28eb809c/resourceGroups/itops-p-rg/providers/Microsoft.Network/networkInterfaces/itops-p-app-nic-01/providers/Microsoft.Advisor/recommendations/745d98b7-fb0d-fc13-035e-0047b768fea0	https://portal.azure.com/#resource/subscriptions/82ef7414-5e6b-4383-a344-b981c2ba7267/resourceGroups/itops-d-rg/providers/Microsoft.Network/networkInterfaces/itops-d-app-nic-01/providers/Microsoft.Advisor/recommendations/63b3d971-4f90-4d93-2f00-54028b4531b6, https://portal.azure.com/#resource/subscriptions/f4b92052-083f-493c-b765-6d6a28eb809c/resourceGroups/ict-p-captive-rg/providers/Microsoft.Network/networkInterfaces/nic-ict-p-captive-vm-01-00/providers/Microsoft.Advisor/recommendations/2b2e1fcd-98b6-e1b1-8437-9f7f41eb1428, https://portal.azure.com/#resource/subscriptions/f4b92052-083f-493c-b765-6d6a28eb809c/resourceGroups/ict-p-presentation-rg/providers/Microsoft.Network/networkInterfaces/ict-p-grafana-nic-01/providers/Microsoft.Advisor/recommendations/462aac62-ed74-5c00-fb54-05799ec96d0a, https://portal.azure.com/#resource/subscriptions/f4b92052-083f-493c-b765-6d6a28eb809c/resourceGroups/itops-p-rg/providers/Microsoft.Network/networkInterfaces/itops-p-app-nic-01/providers/Microsoft.Advisor/recommendations/745d98b7-fb0d-fc13-035e-0047b768fea0	Add explicit outbound method to disable default outbound		2026-06-22	2026-06-22
DevEx, IO, pagoPA, SelfCare	DEV-DEVEX, DEV-pagoPA, DEV-SelfCare, PROD-IO	"{""platforms"":{""DevEx"":[""DEV-DEVEX""],""IO"":[""PROD-IO""],""SelfCare"":[""DEV-SelfCare""],""pagoPA"":[""DEV-pagoPA""]}}"	advisor_retirement	advisor_retirement|api versions prior to 2026-02-01|2027-02-27	Key vault	API versions prior to 2026-02-01	Azure Key Vault API versions prior to 2026-02-01 are being retired	2027-02-27	exact	Da pianificare	advisor_joined	/subscriptions/1ab5e788-3b98-4c63-bd05-de0c7388c853/resourceGroups/selc-d-pnpg-sec-rg/providers/Microsoft.KeyVault/vaults/selc-d-pnpg-kv/providers/Microsoft.Advisor/recommendations/885fa4d0-5b59-41d7-15cf-b5c9f29eee4c, /subscriptions/1ab5e788-3b98-4c63-bd05-de0c7388c853/resourceGroups/selc-d-sec-rg/providers/Microsoft.KeyVault/vaults/selc-d-kv/providers/Microsoft.Advisor/recommendations/ce44f358-e228-cce8-465a-4d7dccf97966, /subscriptions/35e6e3b2-4388-470e-a1b9-ad3bc34326d1/resourceGroups/dx-d-itn-e2e-appcs-rg-01/providers/Microsoft.KeyVault/vaults/dx-d-itn-e2e-kv-16/providers/Microsoft.Advisor/recommendations/d5578d42-8523-1c2f-886c-32ee156a5221, /subscriptions/35e6e3b2-4388-470e-a1b9-ad3bc34326d1/resourceGroups/dx-d-itn-ghrapp-rg-01/providers/Microsoft.KeyVault/vaults/dx-d-itn-ghrapp-kv-89/providers/Microsoft.Advisor/recommendations/be6def98-561d-a398-3467-0e785dd96bc1, /subscriptions/35e6e3b2-4388-470e-a1b9-ad3bc34326d1/resourceGroups/dx-d-itn-ghrpat-rg-01/providers/Microsoft.KeyVault/vaults/dx-d-itn-ghrpat-kv-79/providers/Microsoft.Advisor/recommendations/1f5c76fd-ddb2-b055-ae34-e9dff37a9d43, /subscriptions/35e6e3b2-4388-470e-a1b9-ad3bc34326d1/resourceGroups/dx-d-itn-int-ac-rg-01/providers/Microsoft.KeyVault/vaults/dx-d-itn-int-ac-kv-86/providers/Microsoft.Advisor/recommendations/1cdea4c2-9b53-0c67-bd63-8cb1fcd2224e, /subscriptions/35e6e3b2-4388-470e-a1b9-ad3bc34326d1/resourceGroups/dx-d-itn-int-ghr-rg-01/providers/Microsoft.KeyVault/vaults/dx-d-itn-int-ghr-kv-71/providers/Microsoft.Advisor/recommendations/be3fd27b-cf82-c1fd-23f4-906ce1e87492, /subscriptions/35e6e3b2-4388-470e-a1b9-ad3bc34326d1/resourceGroups/dx-d-itn-integration-cdb-rg-01/providers/Microsoft.KeyVault/vaults/dx-d-itn-int-cdb-kv-86/providers/Microsoft.Advisor/recommendations/9eb36748-c3c4-b021-9d2a-330f5ea02a49, /subscriptions/bbe47ad4-08b3-4925-94c5-1278e5819b86/resourceGroups/pagopa-d-itn-qa-sec-rg/providers/Microsoft.KeyVault/vaults/pagopa-d-itn-qa-kv/providers/Microsoft.Advisor/recommendations/3b3daf90-60fa-ad2a-e878-037a6c562e64, /subscriptions/ec285037-c673-4f58-b594-d7c480da4e8b/resourceGroups/io-p-citizen-auth-sec-rg/providers/Microsoft.KeyVault/vaults/io-p-citizen-auth-kv/providers/Microsoft.Advisor/recommendations/df409b8e-e1a9-22fc-e4eb-b83ff9062099, /subscriptions/ec285037-c673-4f58-b594-d7c480da4e8b/resourceGroups/io-p-ioweb-sec-rg/providers/Microsoft.KeyVault/vaults/io-p-ioweb-kv/providers/Microsoft.Advisor/recommendations/bbb24d84-26be-fdc6-a48b-df1860be10a4, /subscriptions/ec285037-c673-4f58-b594-d7c480da4e8b/resourceGroups/io-p-itn-auth-main-rg-01/providers/Microsoft.KeyVault/vaults/io-p-itn-auth-kv-01/providers/Microsoft.Advisor/recommendations/6bed8ed9-ebec-7688-0e2e-08a3aed995cd, /subscriptions/ec285037-c673-4f58-b594-d7c480da4e8b/resourceGroups/io-p-itn-ioweb-rg-01/providers/Microsoft.KeyVault/vaults/io-p-itn-ioweb-kv-01/providers/Microsoft.Advisor/recommendations/2ff1a673-5bbc-1c14-498d-afc7cc0272ff, /subscriptions/ec285037-c673-4f58-b594-d7c480da4e8b/resourceGroups/io-p-itn-svc-rg-01/providers/Microsoft.KeyVault/vaults/io-p-itn-svc-kv/providers/Microsoft.Advisor/recommendations/24cbfc1d-dc91-f859-f71a-6290a8d96db3, /subscriptions/ec285037-c673-4f58-b594-d7c480da4e8b/resourceGroups/io-p-rg-common/providers/Microsoft.KeyVault/vaults/io-p-kv-common/providers/Microsoft.Advisor/recommendations/baaca006-397e-bca0-6e69-8f56ba1029d7	https://portal.azure.com/#resource/subscriptions/1ab5e788-3b98-4c63-bd05-de0c7388c853/resourceGroups/selc-d-pnpg-sec-rg/providers/Microsoft.KeyVault/vaults/selc-d-pnpg-kv/providers/Microsoft.Advisor/recommendations/885fa4d0-5b59-41d7-15cf-b5c9f29eee4c, https://portal.azure.com/#resource/subscriptions/1ab5e788-3b98-4c63-bd05-de0c7388c853/resourceGroups/selc-d-sec-rg/providers/Microsoft.KeyVault/vaults/selc-d-kv/providers/Microsoft.Advisor/recommendations/ce44f358-e228-cce8-465a-4d7dccf97966, https://portal.azure.com/#resource/subscriptions/35e6e3b2-4388-470e-a1b9-ad3bc34326d1/resourceGroups/dx-d-itn-e2e-appcs-rg-01/providers/Microsoft.KeyVault/vaults/dx-d-itn-e2e-kv-16/providers/Microsoft.Advisor/recommendations/d5578d42-8523-1c2f-886c-32ee156a5221, https://portal.azure.com/#resource/subscriptions/35e6e3b2-4388-470e-a1b9-ad3bc34326d1/resourceGroups/dx-d-itn-ghrapp-rg-01/providers/Microsoft.KeyVault/vaults/dx-d-itn-ghrapp-kv-89/providers/Microsoft.Advisor/recommendations/be6def98-561d-a398-3467-0e785dd96bc1, https://portal.azure.com/#resource/subscriptions/35e6e3b2-4388-470e-a1b9-ad3bc34326d1/resourceGroups/dx-d-itn-ghrpat-rg-01/providers/Microsoft.KeyVault/vaults/dx-d-itn-ghrpat-kv-79/providers/Microsoft.Advisor/recommendations/1f5c76fd-ddb2-b055-ae34-e9dff37a9d43, https://portal.azure.com/#resource/subscriptions/35e6e3b2-4388-470e-a1b9-ad3bc34326d1/resourceGroups/dx-d-itn-int-ac-rg-01/providers/Microsoft.KeyVault/vaults/dx-d-itn-int-ac-kv-86/providers/Microsoft.Advisor/recommendations/1cdea4c2-9b53-0c67-bd63-8cb1fcd2224e, https://portal.azure.com/#resource/subscriptions/35e6e3b2-4388-470e-a1b9-ad3bc34326d1/resourceGroups/dx-d-itn-int-ghr-rg-01/providers/Microsoft.KeyVault/vaults/dx-d-itn-int-ghr-kv-71/providers/Microsoft.Advisor/recommendations/be3fd27b-cf82-c1fd-23f4-906ce1e87492, https://portal.azure.com/#resource/subscriptions/35e6e3b2-4388-470e-a1b9-ad3bc34326d1/resourceGroups/dx-d-itn-integration-cdb-rg-01/providers/Microsoft.KeyVault/vaults/dx-d-itn-int-cdb-kv-86/providers/Microsoft.Advisor/recommendations/9eb36748-c3c4-b021-9d2a-330f5ea02a49, https://portal.azure.com/#resource/subscriptions/bbe47ad4-08b3-4925-94c5-1278e5819b86/resourceGroups/pagopa-d-itn-qa-sec-rg/providers/Microsoft.KeyVault/vaults/pagopa-d-itn-qa-kv/providers/Microsoft.Advisor/recommendations/3b3daf90-60fa-ad2a-e878-037a6c562e64, https://portal.azure.com/#resource/subscriptions/ec285037-c673-4f58-b594-d7c480da4e8b/resourceGroups/io-p-citizen-auth-sec-rg/providers/Microsoft.KeyVault/vaults/io-p-citizen-auth-kv/providers/Microsoft.Advisor/recommendations/df409b8e-e1a9-22fc-e4eb-b83ff9062099, https://portal.azure.com/#resource/subscriptions/ec285037-c673-4f58-b594-d7c480da4e8b/resourceGroups/io-p-ioweb-sec-rg/providers/Microsoft.KeyVault/vaults/io-p-ioweb-kv/providers/Microsoft.Advisor/recommendations/bbb24d84-26be-fdc6-a48b-df1860be10a4, https://portal.azure.com/#resource/subscriptions/ec285037-c673-4f58-b594-d7c480da4e8b/resourceGroups/io-p-itn-auth-main-rg-01/providers/Microsoft.KeyVault/vaults/io-p-itn-auth-kv-01/providers/Microsoft.Advisor/recommendations/6bed8ed9-ebec-7688-0e2e-08a3aed995cd, https://portal.azure.com/#resource/subscriptions/ec285037-c673-4f58-b594-d7c480da4e8b/resourceGroups/io-p-itn-ioweb-rg-01/providers/Microsoft.KeyVault/vaults/io-p-itn-ioweb-kv-01/providers/Microsoft.Advisor/recommendations/2ff1a673-5bbc-1c14-498d-afc7cc0272ff, https://portal.azure.com/#resource/subscriptions/ec285037-c673-4f58-b594-d7c480da4e8b/resourceGroups/io-p-itn-svc-rg-01/providers/Microsoft.KeyVault/vaults/io-p-itn-svc-kv/providers/Microsoft.Advisor/recommendations/24cbfc1d-dc91-f859-f71a-6290a8d96db3, https://portal.azure.com/#resource/subscriptions/ec285037-c673-4f58-b594-d7c480da4e8b/resourceGroups/io-p-rg-common/providers/Microsoft.KeyVault/vaults/io-p-kv-common/providers/Microsoft.Advisor/recommendations/baaca006-397e-bca0-6e69-8f56ba1029d7	Azure Key Vault API versions prior to 2026-02-01 are being retired		2026-06-22	2026-06-22
pagoPA, PARI, Piattaforma Unifaria, Technology	DEV-CSTAR, DEV-P4PA, DEV-pagoPA, DevOpsLab, PROD-CSTAR, PROD-P4PA, PROD-pagoPA, UAT-CSTAR, UAT-P4PA, UAT-pagoPA	"{""platforms"":{""PARI"":[""DEV-CSTAR"",""PROD-CSTAR"",""UAT-CSTAR""],""Piattaforma Unifaria"":[""DEV-P4PA"",""PROD-P4PA"",""UAT-P4PA""],""Technology"":[""DevOpsLab""],""pagoPA"":[""DEV-pagoPA"",""PROD-pagoPA"",""UAT-pagoPA""]}}"	advisor_retirement	advisor_retirement|azure kubernetes service support for ubuntu 22.04|2027-06-30	Kubernetes service	Azure Kubernetes Service support for Ubuntu 22.04	Migrate to Ubuntu 24.04 or later versions	2027-06-30	exact	Debito	advisor_joined	/subscriptions/00288c16-f581-4bb4-9c52-6954dce102f4/resourceGroups/p4pa-d-itn-dev-aks-rg/providers/Microsoft.ContainerService/managedClusters/p4pa-d-itn-dev-aks/providers/Microsoft.Advisor/recommendations/082e094b-1b3e-0782-ffbf-021245f1a566, /subscriptions/1b06ce19-c192-49b3-8418-0f5bf013ea5f/resourceGroups/p4pa-u-itn-uat-aks-rg/providers/Microsoft.ContainerService/managedClusters/p4pa-u-itn-uat-aks/providers/Microsoft.Advisor/recommendations/b4867464-fe85-5329-46c3-5a5da0a00d63, /subscriptions/1f1a5d38-ab5b-44af-b709-1d4085443abb/resourceGroups/p4pa-p-itn-prod-aks-rg/providers/Microsoft.ContainerService/managedClusters/p4pa-p-itn-prod-aks/providers/Microsoft.Advisor/recommendations/e4c0c319-9799-ba9e-1bfd-7cd2dfbc8f53, /subscriptions/26abc801-0d8f-4a6e-ac5f-8e81bcc09112/resourceGroups/pagopa-u-itn-uat-aks-rg/providers/Microsoft.ContainerService/managedClusters/pagopa-u-itn-uat-aks/providers/Microsoft.Advisor/recommendations/b7677d75-e274-57e0-da5f-45221099c2c9, /subscriptions/26abc801-0d8f-4a6e-ac5f-8e81bcc09112/resourceGroups/pagopa-u-weu-uat-aks-rg/providers/Microsoft.ContainerService/managedClusters/pagopa-u-weu-uat-aks/providers/Microsoft.Advisor/recommendations/9d5487b2-0066-9903-c6b0-8dbf5868794d, /subscriptions/4d177dd6-5c7d-40ab-8019-0c1be380a25d/resourceGroups/cstar-d-itn-core-aks-rg/providers/Microsoft.ContainerService/managedClusters/cstar-d-itn-dev-aks/providers/Microsoft.Advisor/recommendations/e36e78ca-6de2-8047-e9b6-4c6479eac383, /subscriptions/4d177dd6-5c7d-40ab-8019-0c1be380a25d/resourceGroups/cstar-d-weu-dev01-aks-rg/providers/Microsoft.ContainerService/managedClusters/cstar-d-weu-dev01-aks/providers/Microsoft.Advisor/recommendations/c8dd4527-9ab7-2712-b3dd-855a59d7be89, /subscriptions/88c709b0-11cf-4450-856e-f9bf54051c1d/resourceGroups/cstar-p-itn-core-aks-rg/providers/Microsoft.ContainerService/managedClusters/cstar-p-itn-prod-aks/providers/Microsoft.Advisor/recommendations/c72df85e-36d4-2662-7745-dba77d9e7673, /subscriptions/88c709b0-11cf-4450-856e-f9bf54051c1d/resourceGroups/cstar-p-weu-prod01-aks-rg/providers/Microsoft.ContainerService/managedClusters/cstar-p-weu-prod01-aks/providers/Microsoft.Advisor/recommendations/a2592dcd-1799-a39e-1794-c60cd0558347, /subscriptions/ac17914c-79bf-48fa-831e-1359ef74c1d5/resourceGroups/dvopla-d-itn-dev-aks-rg/providers/Microsoft.ContainerService/managedClusters/dvopla-d-itn-dev-aks/providers/Microsoft.Advisor/recommendations/e74942de-5bd1-fc7b-ee47-a30e792c1822, /subscriptions/b9fc9419-6097-45fe-9f74-ba0641c91912/resourceGroups/pagopa-p-itn-prod-aks-rg/providers/Microsoft.ContainerService/managedClusters/pagopa-p-itn-prod-aks/providers/Microsoft.Advisor/recommendations/8658c1e0-04cc-9429-ed1c-b10f33152ec7, /subscriptions/b9fc9419-6097-45fe-9f74-ba0641c91912/resourceGroups/pagopa-p-weu-prod-aks-rg/providers/Microsoft.ContainerService/managedClusters/pagopa-p-weu-prod-aks/providers/Microsoft.Advisor/recommendations/d1239514-a9f6-f203-92fb-00de0de33fd1, /subscriptions/bbe47ad4-08b3-4925-94c5-1278e5819b86/resourceGroups/pagopa-d-itn-dev-aks-rg/providers/Microsoft.ContainerService/managedClusters/pagopa-d-itn-dev-aks/providers/Microsoft.Advisor/recommendations/9405728e-ec3a-fc16-ba60-7ae4bdf63420, /subscriptions/bbe47ad4-08b3-4925-94c5-1278e5819b86/resourceGroups/pagopa-d-weu-dev-aks-rg/providers/Microsoft.ContainerService/managedClusters/pagopa-d-weu-dev-aks/providers/Microsoft.Advisor/recommendations/24d84fc0-15c2-7ceb-18e1-268f40cbabe5, /subscriptions/f9f0ed60-4b4b-49a6-97cb-8c8a0f9e2435/resourceGroups/cstar-u-itn-core-aks-rg/providers/Microsoft.ContainerService/managedClusters/cstar-u-itn-uat-aks/providers/Microsoft.Advisor/recommendations/ea33cb67-a622-79ed-64f4-3f8b63f92306, /subscriptions/f9f0ed60-4b4b-49a6-97cb-8c8a0f9e2435/resourceGroups/cstar-u-weu-uat01-aks-rg/providers/Microsoft.ContainerService/managedClusters/cstar-u-weu-uat01-aks/providers/Microsoft.Advisor/recommendations/105dc83e-7ab5-16cf-b640-b2978d380884	https://portal.azure.com/#resource/subscriptions/00288c16-f581-4bb4-9c52-6954dce102f4/resourceGroups/p4pa-d-itn-dev-aks-rg/providers/Microsoft.ContainerService/managedClusters/p4pa-d-itn-dev-aks/providers/Microsoft.Advisor/recommendations/082e094b-1b3e-0782-ffbf-021245f1a566, https://portal.azure.com/#resource/subscriptions/1b06ce19-c192-49b3-8418-0f5bf013ea5f/resourceGroups/p4pa-u-itn-uat-aks-rg/providers/Microsoft.ContainerService/managedClusters/p4pa-u-itn-uat-aks/providers/Microsoft.Advisor/recommendations/b4867464-fe85-5329-46c3-5a5da0a00d63, https://portal.azure.com/#resource/subscriptions/1f1a5d38-ab5b-44af-b709-1d4085443abb/resourceGroups/p4pa-p-itn-prod-aks-rg/providers/Microsoft.ContainerService/managedClusters/p4pa-p-itn-prod-aks/providers/Microsoft.Advisor/recommendations/e4c0c319-9799-ba9e-1bfd-7cd2dfbc8f53, https://portal.azure.com/#resource/subscriptions/26abc801-0d8f-4a6e-ac5f-8e81bcc09112/resourceGroups/pagopa-u-itn-uat-aks-rg/providers/Microsoft.ContainerService/managedClusters/pagopa-u-itn-uat-aks/providers/Microsoft.Advisor/recommendations/b7677d75-e274-57e0-da5f-45221099c2c9, https://portal.azure.com/#resource/subscriptions/26abc801-0d8f-4a6e-ac5f-8e81bcc09112/resourceGroups/pagopa-u-weu-uat-aks-rg/providers/Microsoft.ContainerService/managedClusters/pagopa-u-weu-uat-aks/providers/Microsoft.Advisor/recommendations/9d5487b2-0066-9903-c6b0-8dbf5868794d, https://portal.azure.com/#resource/subscriptions/4d177dd6-5c7d-40ab-8019-0c1be380a25d/resourceGroups/cstar-d-itn-core-aks-rg/providers/Microsoft.ContainerService/managedClusters/cstar-d-itn-dev-aks/providers/Microsoft.Advisor/recommendations/e36e78ca-6de2-8047-e9b6-4c6479eac383, https://portal.azure.com/#resource/subscriptions/4d177dd6-5c7d-40ab-8019-0c1be380a25d/resourceGroups/cstar-d-weu-dev01-aks-rg/providers/Microsoft.ContainerService/managedClusters/cstar-d-weu-dev01-aks/providers/Microsoft.Advisor/recommendations/c8dd4527-9ab7-2712-b3dd-855a59d7be89, https://portal.azure.com/#resource/subscriptions/88c709b0-11cf-4450-856e-f9bf54051c1d/resourceGroups/cstar-p-itn-core-aks-rg/providers/Microsoft.ContainerService/managedClusters/cstar-p-itn-prod-aks/providers/Microsoft.Advisor/recommendations/c72df85e-36d4-2662-7745-dba77d9e7673, https://portal.azure.com/#resource/subscriptions/88c709b0-11cf-4450-856e-f9bf54051c1d/resourceGroups/cstar-p-weu-prod01-aks-rg/providers/Microsoft.ContainerService/managedClusters/cstar-p-weu-prod01-aks/providers/Microsoft.Advisor/recommendations/a2592dcd-1799-a39e-1794-c60cd0558347, https://portal.azure.com/#resource/subscriptions/ac17914c-79bf-48fa-831e-1359ef74c1d5/resourceGroups/dvopla-d-itn-dev-aks-rg/providers/Microsoft.ContainerService/managedClusters/dvopla-d-itn-dev-aks/providers/Microsoft.Advisor/recommendations/e74942de-5bd1-fc7b-ee47-a30e792c1822, https://portal.azure.com/#resource/subscriptions/b9fc9419-6097-45fe-9f74-ba0641c91912/resourceGroups/pagopa-p-itn-prod-aks-rg/providers/Microsoft.ContainerService/managedClusters/pagopa-p-itn-prod-aks/providers/Microsoft.Advisor/recommendations/8658c1e0-04cc-9429-ed1c-b10f33152ec7, https://portal.azure.com/#resource/subscriptions/b9fc9419-6097-45fe-9f74-ba0641c91912/resourceGroups/pagopa-p-weu-prod-aks-rg/providers/Microsoft.ContainerService/managedClusters/pagopa-p-weu-prod-aks/providers/Microsoft.Advisor/recommendations/d1239514-a9f6-f203-92fb-00de0de33fd1, https://portal.azure.com/#resource/subscriptions/bbe47ad4-08b3-4925-94c5-1278e5819b86/resourceGroups/pagopa-d-itn-dev-aks-rg/providers/Microsoft.ContainerService/managedClusters/pagopa-d-itn-dev-aks/providers/Microsoft.Advisor/recommendations/9405728e-ec3a-fc16-ba60-7ae4bdf63420, https://portal.azure.com/#resource/subscriptions/bbe47ad4-08b3-4925-94c5-1278e5819b86/resourceGroups/pagopa-d-weu-dev-aks-rg/providers/Microsoft.ContainerService/managedClusters/pagopa-d-weu-dev-aks/providers/Microsoft.Advisor/recommendations/24d84fc0-15c2-7ceb-18e1-268f40cbabe5, https://portal.azure.com/#resource/subscriptions/f9f0ed60-4b4b-49a6-97cb-8c8a0f9e2435/resourceGroups/cstar-u-itn-core-aks-rg/providers/Microsoft.ContainerService/managedClusters/cstar-u-itn-uat-aks/providers/Microsoft.Advisor/recommendations/ea33cb67-a622-79ed-64f4-3f8b63f92306, https://portal.azure.com/#resource/subscriptions/f9f0ed60-4b4b-49a6-97cb-8c8a0f9e2435/resourceGroups/cstar-u-weu-uat01-aks-rg/providers/Microsoft.ContainerService/managedClusters/cstar-u-weu-uat01-aks/providers/Microsoft.Advisor/recommendations/105dc83e-7ab5-16cf-b640-b2978d380884	Migrate to Ubuntu 24.04 or later versions		2026-06-22	2026-06-22
pagoPA, SelfCare	DEV-pagoPA, PROD-pagoPA, UAT-pagoPA, UAT-SelfCare	"{""platforms"":{""SelfCare"":[""UAT-SelfCare""],""pagoPA"":[""DEV-pagoPA"",""PROD-pagoPA"",""UAT-pagoPA""]}}"	advisor_retirement	advisor_retirement|basic sku|2025-09-30	Public IP address	Basic SKU	Basic SKU is being retired	2025-09-30	exact	Critico	advisor_joined	/subscriptions/26abc801-0d8f-4a6e-ac5f-8e81bcc09112/resourceGroups/pagopa-u-test-peering-rg/providers/Microsoft.Network/publicIPAddresses/test-peering-vm-ip/providers/Microsoft.Advisor/recommendations/ac6a637a-d62f-9ac8-6536-ca495ad2e95c, /subscriptions/b9fc9419-6097-45fe-9f74-ba0641c91912/resourceGroups/pagopa-p-test-peering-rg/providers/Microsoft.Network/publicIPAddresses/test-peering-vm-ip/providers/Microsoft.Advisor/recommendations/25b808b4-cff0-b557-f281-b5761be4f0e2, /subscriptions/bbe47ad4-08b3-4925-94c5-1278e5819b86/resourceGroups/test-peering-rg/providers/Microsoft.Network/publicIPAddresses/test-peering-vm-ip/providers/Microsoft.Advisor/recommendations/3e1277fd-03b5-2dc2-f275-36b0593b4c1d, /subscriptions/f47d50dc-b874-4e04-9d5c-c27f5053a651/resourceGroups/selc-u-vnet-rg/providers/Microsoft.Network/publicIPAddresses/108.141.164.135/providers/Microsoft.Advisor/recommendations/9a9d320b-f70c-0c73-aaaa-09816c35baa4	https://portal.azure.com/#resource/subscriptions/26abc801-0d8f-4a6e-ac5f-8e81bcc09112/resourceGroups/pagopa-u-test-peering-rg/providers/Microsoft.Network/publicIPAddresses/test-peering-vm-ip/providers/Microsoft.Advisor/recommendations/ac6a637a-d62f-9ac8-6536-ca495ad2e95c, https://portal.azure.com/#resource/subscriptions/b9fc9419-6097-45fe-9f74-ba0641c91912/resourceGroups/pagopa-p-test-peering-rg/providers/Microsoft.Network/publicIPAddresses/test-peering-vm-ip/providers/Microsoft.Advisor/recommendations/25b808b4-cff0-b557-f281-b5761be4f0e2, https://portal.azure.com/#resource/subscriptions/bbe47ad4-08b3-4925-94c5-1278e5819b86/resourceGroups/test-peering-rg/providers/Microsoft.Network/publicIPAddresses/test-peering-vm-ip/providers/Microsoft.Advisor/recommendations/3e1277fd-03b5-2dc2-f275-36b0593b4c1d, https://portal.azure.com/#resource/subscriptions/f47d50dc-b874-4e04-9d5c-c27f5053a651/resourceGroups/selc-u-vnet-rg/providers/Microsoft.Network/publicIPAddresses/108.141.164.135/providers/Microsoft.Advisor/recommendations/9a9d320b-f70c-0c73-aaaa-09816c35baa4	Basic SKU is being retired		2026-06-22	2026-06-22
ICT	DEV-ICT, PROD-ICT	"{""platforms"":{""ICT"":[""DEV-ICT"",""PROD-ICT""]}}"	advisor_retirement	advisor_retirement|convert standard to premium disk for higher uptime|na	Virtual machine	Convert Standard to Premium disk for higher uptime	Convert Standard to Premium disk for higher uptime		missing	Debito	advisor_joined	/subscriptions/82ef7414-5e6b-4383-a344-b981c2ba7267/resourceGroups/itops-d-rg/providers/Microsoft.Compute/virtualMachines/itops-d-app-vm-01/providers/Microsoft.Advisor/recommendations/8a8b834f-461d-227a-9f4d-9c27a697d35a, /subscriptions/f4b92052-083f-493c-b765-6d6a28eb809c/resourceGroups/ict-p-mailserver-rg/providers/Microsoft.Compute/virtualMachines/ict-p-mailserver-vm-01/providers/Microsoft.Advisor/recommendations/80ef15b7-d6ed-2e37-8b76-8358e78cbe8a, /subscriptions/f4b92052-083f-493c-b765-6d6a28eb809c/resourceGroups/ict-p-presentation-rg/providers/Microsoft.Compute/virtualMachines/ict-p-grafana-vm-01/providers/Microsoft.Advisor/recommendations/a1e22761-a670-714c-651c-c11d4f83ec4f, /subscriptions/f4b92052-083f-493c-b765-6d6a28eb809c/resourceGroups/ITOPS-P-RG/providers/Microsoft.Compute/virtualMachines/itops-p-app-vm-01/providers/Microsoft.Advisor/recommendations/ee1ff25c-63d5-8c99-1497-afdb1567147a	https://portal.azure.com/#resource/subscriptions/82ef7414-5e6b-4383-a344-b981c2ba7267/resourceGroups/itops-d-rg/providers/Microsoft.Compute/virtualMachines/itops-d-app-vm-01/providers/Microsoft.Advisor/recommendations/8a8b834f-461d-227a-9f4d-9c27a697d35a, https://portal.azure.com/#resource/subscriptions/f4b92052-083f-493c-b765-6d6a28eb809c/resourceGroups/ict-p-mailserver-rg/providers/Microsoft.Compute/virtualMachines/ict-p-mailserver-vm-01/providers/Microsoft.Advisor/recommendations/80ef15b7-d6ed-2e37-8b76-8358e78cbe8a, https://portal.azure.com/#resource/subscriptions/f4b92052-083f-493c-b765-6d6a28eb809c/resourceGroups/ict-p-presentation-rg/providers/Microsoft.Compute/virtualMachines/ict-p-grafana-vm-01/providers/Microsoft.Advisor/recommendations/a1e22761-a670-714c-651c-c11d4f83ec4f, https://portal.azure.com/#resource/subscriptions/f4b92052-083f-493c-b765-6d6a28eb809c/resourceGroups/ITOPS-P-RG/providers/Microsoft.Compute/virtualMachines/itops-p-app-vm-01/providers/Microsoft.Advisor/recommendations/ee1ff25c-63d5-8c99-1497-afdb1567147a	Convert Standard to Premium disk for higher uptime		2026-06-22	2026-06-22
