schema_version	run_id	as_of_date	aggregate_id	correlation_status	correlation_basis	source_event_keys_json	correlation_candidates_json	source_systems_json	record_types_json	raw_record_refs_json	advisor_recommendation_ids_json	advisor_recommendation_type_ids_json	service_health_event_ids_json	service_health_tracking_ids_json	technology_or_service	retiring_feature	advisor_problem_descriptions_json	service_health_problem_descriptions_json	advisor_actions_json	service_health_actions_json	retirement_date	retirement_date_quality	retirement_dates_json	retirement_date_sources_json	affected_subscription_ids_json	affected_subscription_names_json	is_global	platforms_json	platforms_subscriptions_json	published_resource_ids_json	normalized_resource_ids_json	impacted_services_json	impacted_regions_json	source_links_json	diagnostic_flags	provenance_json
1	e80cc405-865d-48a7-bab5-25066e97fee0	2026-08-01	azure-retirement:v1:0016108cdd6b5bb8e1cbe36413d90a0483d112e1c01839c77f4db8a90ebb8adf	single_source		"[""advisor:1ce751c6-35b8-4468-ac4b-d3052a1ae511""]"	[]	"[""azure_advisor""]"	"[""advisor_retirement_recommendation""]"	"[""d8e2dc2ff8069876ffca8ac10e27295fdc2abf9f7d9088b0198374c8dcf399c9""]"	"[""/subscriptions/88c709b0-11cf-4450-856e-f9bf54051c1d/resourcegroups/cstar-p-container-registry-rg/providers/microsoft.containerregistry/registries/cstarpcommonacr/providers/Microsoft.Advisor/recommendations/61fe55333e08b7556ccc532cc296525f79a76fe81e24444620e09bc2d337aef4""]"	"[""1ce751c6-35b8-4468-ac4b-d3052a1ae511""]"	[]	[]		Support for Docker Content Trust	"[""Docker Content Trust (DCT) is retiring and no longer available in Container Registry""]"	[]	[]	[]	2028-03-31	exact	"[{""date"":""2028-03-31"",""quality"":""exact"",""raw_record_refs"":[""d8e2dc2ff8069876ffca8ac10e27295fdc2abf9f7d9088b0198374c8dcf399c9""],""source_path"":""properties.extendedProperties.retirementDate"",""source_system"":""azure_advisor""}]"	"[""properties.extendedProperties.retirementDate""]"	"[""88c709b0-11cf-4450-856e-f9bf54051c1d""]"	[]	false	"[""PARI""]"	"{""PARI"":[{""subscription_id"":""88c709b0-11cf-4450-856e-f9bf54051c1d"",""subscription_name"":""PROD-CSTAR""}]}"	"[""/subscriptions/88c709b0-11cf-4450-856e-f9bf54051c1d/resourcegroups/cstar-p-container-registry-rg/providers/microsoft.containerregistry/registries/cstarpcommonacr""]"	"[""/subscriptions/88c709b0-11cf-4450-856e-f9bf54051c1d/resourcegroups/cstar-p-container-registry-rg/providers/microsoft.containerregistry/registries/cstarpcommonacr""]"	[]	[]	[]	metadata_not_found,resource_inventory_not_found,subscription_inventory_not_found	"{""raw_record_refs"":[""d8e2dc2ff8069876ffca8ac10e27295fdc2abf9f7d9088b0198374c8dcf399c9""],""source_event_keys"":[""advisor:1ce751c6-35b8-4468-ac4b-d3052a1ae511""]}"
